Switch: edge4,45.0,0.19891205
Switch: agg1,45.0,0.3050683
Switch: edge4,50.0,0.0
Switch: edge2,50.0,0.21288695
Switch: edge1,50.0,0.18861818
Switch: edge1,50.0,0.17927778
Switch: edge3,50.0,0.0
Switch: edge3,50.0,0.20177588
Switch: edge2,50.0,0.0
Switch: edge2,50.0,0.21281772
Switch: edge3,50.0,0.12458321
Switch: agg2,50.0,0.25747777
Switch: agg1,50.0,0.31778043
Switch: core0,50.0,0.33093404
Switch: edge4,50.0,0.19745886
Switch: core0,50.0,0.37153054
Switch: edge1,50.0,0.0
Switch: agg2,50.0,0.24685635
Switch: edge4,50.0,0.13915514
Switch: agg1,50.0,0.23861574
Switch: edge4,55.0,0.0
Switch: edge2,55.0,0.24257194
Switch: edge1,55.0,0.18233999
Switch: edge1,55.0,0.17266059
Switch: edge3,55.0,0.0
Switch: edge3,55.0,0.1794065
Switch: edge2,55.0,0.0
Switch: edge2,55.0,0.11982991
Switch: edge3,55.0,0.13134199
Switch: agg2,55.0,0.27212008
Switch: agg1,55.0,0.26358203
Switch: core0,55.0,0.33345539
Switch: edge4,55.0,0.21667845
Switch: core0,55.0,0.34781491
Switch: edge1,55.0,0.0
Switch: agg2,55.0,0.23876936
Switch: edge4,55.0,0.12814205
Switch: agg1,55.0,0.27180679
Switch: edge4,60.0,0.0
Switch: edge2,60.0,0.17270542
Switch: edge1,60.0,0.21927077
Switch: edge1,60.0,0.13240987
Switch: edge3,60.0,0.0
Switch: edge3,60.0,0.16658625
Switch: edge2,60.0,0.0
Switch: edge2,60.0,0.1861971
Switch: edge3,60.0,0.20628176
Switch: agg2,60.0,0.35775121
Switch: agg1,60.0,0.29782021
Switch: core0,60.0,0.43062754
Switch: edge4,60.0,0.27268503
Switch: core0,60.0,0.38377038
Switch: edge1,60.0,0.0
Switch: agg2,60.0,0.26888543
Switch: edge4,60.0,0.1786059
Switch: agg1,60.0,0.25497432
Switch: edge4,65.0,0.0
Switch: edge2,65.0,0.0
Switch: edge1,65.0,0.0
Switch: edge1,65.0,0.00132902
Switch: edge3,65.0,0.0
Switch: edge3,65.0,0.00232902
Switch: edge2,65.0,0.0
Switch: edge2,65.0,0.00665804
Switch: edge3,65.0,0.0
Switch: agg2,65.0,0.0
Switch: agg1,65.0,0.00665804
Switch: core0,65.0,0.00232902
Switch: edge4,65.0,0.0
Switch: core0,65.0,0.00365804
Switch: edge1,65.0,0.0
Switch: agg2,65.0,0.00232902
Switch: edge4,65.0,0.0
Switch: agg1,65.0,0.00132902
